Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Unique Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Unique Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Total Spectral Count	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Total Spectral Count	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2740 MaxLFQ Intensity	Hela_250pg_DDA_12_19_2023_Slot1_11_2747 MaxLFQ Intensity	Hela_250pg_DDA_12_20_2023_Slot1_11_2754 MaxLFQ Intensity	Indistinguishable Proteins
sp|P20339|RAB5A_HUMAN	P20339	RAB5A_HUMAN	RAB5A	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-5A	1.0	0.999	6	6	6	11	6	0	0	0	6	0	0	0	10	1	0	0	140763.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	208	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-6A	1.0	0.999	7	10	7	13	10	0	0	0	7	0	0	0	13	0	0	0	464594.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20585|MSH3_HUMAN	P20585	MSH3_HUMAN	MSH3	1137	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA mismatch repair protein Msh3	0.9084	0.9935	2	1	1	2	1	0	0	0	1	0	0	0	2	0	0	0	19253.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-1	1.0	0.999	7	23	23	23	19	1	2	1	19	1	2	1	19	1	2	1	616830.0	0.0	102367.93	54417.105	0.0	0.0	0.0	0.0	
sp|P20645|MPRD_HUMAN	P20645	MPRD_HUMAN	M6PR	277	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cation-dependent mannose-6-phosphate receptor	1.0	0.999	3	5	5	5	4	1	0	0	4	1	0	0	4	1	0	0	87778.836	79895.73	0.0	148972.19	0.0	0.0	0.0	0.0	
sp|P20674|COX5A_HUMAN	P20674	COX5A_HUMAN	COX5A	150	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 5A, mitochondrial	1.0	0.999	5	18	18	18	14	2	1	1	14	2	1	1	14	2	1	1	327052.7	393927.56	387342.6	418426.75	36728.9	322861.4	307525.22	316604.5	
sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	586	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lamin-B1	1.0	0.999	35	79	65	85	53	9	9	8	48	7	5	5	54	11	10	10	2563439.5	913795.6	840141.1	763170.75	35525.69	388187.34	410283.84	371997.88	
sp|P20810|ICAL_HUMAN	P20810	ICAL_HUMAN	CAST	708	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpastatin	1.0	0.999	15	29	29	29	29	0	0	0	29	0	0	0	29	0	0	0	1015670.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20839|IMDH1_HUMAN	P20839	IMDH1_HUMAN	IMPDH1	514	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inosine-5'-monophosphate dehydrogenase 1	1.0	0.999	5	2	2	8	2	0	0	0	2	0	0	0	3	2	2	1	31761.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20908|CO5A1_HUMAN	P20908	CO5A1_HUMAN	COL5A1	1838	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(V) chain	1.0	0.999	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	97767.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20936|RASA1_HUMAN	P20936	RASA1_HUMAN	RASA1	1047	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein 1	0.808	0.9849	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P20962|PTMS_HUMAN	P20962	PTMS_HUMAN	PTMS	102	Homo sapiens OX=9606	1:Experimental evidence at protein level	Parathymosin	1.0	0.999	6	19	19	19	9	3	4	3	9	3	4	3	9	3	4	3	538642.4	853135.0	969322.0	951574.3	165369.9	703830.56	749090.7	735226.44	
sp|P21127|CD11B_HUMAN	P21127	CD11B_HUMAN	CDK11B	795	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 11B	1.0	0.999	7	8	1	8	8	0	0	0	1	0	0	0	8	0	0	0	230609.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21266|GSTM3_HUMAN	P21266	GSTM3_HUMAN	GSTM3	225	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase Mu 3	1.0	0.999	12	29	25	29	20	3	3	3	19	2	2	2	20	3	3	3	1145039.0	434615.0	485697.75	353860.2	156619.2	357707.94	396608.25	270402.62	
sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase subunit B, brain isoform	1.0	0.999	10	19	13	19	17	1	1	0	11	1	1	0	17	1	1	0	383041.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21283|VATC1_HUMAN	P21283	VATC1_HUMAN	ATP6V1C1	382	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase subunit C 1	1.0	0.999	3	4	4	4	4	0	0	0	4	0	0	0	4	0	0	0	86388.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21291|CSRP1_HUMAN	P21291	CSRP1_HUMAN	CSRP1	193	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine and glycine-rich protein 1	1.0	0.999	9	47	47	47	35	4	4	4	35	4	4	4	35	4	4	4	3143484.2	1093615.8	1052499.6	959443.06	1299233.4	329990.25	341706.97	339715.03	
sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	2647	Homo sapiens OX=9606	1:Experimental evidence at protein level	Filamin-A	1.0	0.999	125	747	671	747	496	88	84	79	465	72	67	67	496	88	84	79	3.7837628E7	2.1887316E7	1.957109E7	1.989223E7	1199468.2	957472.44	896996.8	884917.8	
sp|P21399|ACOHC_HUMAN	P21399	ACOHC_HUMAN	ACO1	889	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic aconitate hydratase	1.0	0.999	8	8	8	8	8	0	0	0	8	0	0	0	8	0	0	0	207898.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21580|TNAP3_HUMAN	P21580	TNAP3_HUMAN	TNFAIP3	790	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor alpha-induced protein 3	1.0	0.999	5	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	101942.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 1	1.0	0.999	12	60	50	60	34	10	5	11	31	7	4	8	34	10	5	11	1978049.9	1109301.9	955295.94	928297.0	386876.03	262014.33	216476.34	221061.69	
sp|P21912|SDHB_HUMAN	P21912	SDHB_HUMAN	SDHB	280	Homo sapiens OX=9606	1:Experimental evidence at protein level	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.0	0.999	5	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	364689.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21926|CD9_HUMAN	P21926	CD9_HUMAN	CD9	228	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD9 antigen	1.0	0.999	4	5	5	5	5	0	0	0	5	0	0	0	5	0	0	0	76535.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21953|ODBB_HUMAN	P21953	ODBB_HUMAN	BCKDHB	392	Homo sapiens OX=9606	1:Experimental evidence at protein level	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	47602.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21964|COMT_HUMAN	P21964	COMT_HUMAN	COMT	271	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catechol O-methyltransferase	0.9491	0.9965	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P21980|TGM2_HUMAN	P21980	TGM2_HUMAN	TGM2	687	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase 2	1.0	0.999	7	14	14	14	14	0	0	0	14	0	0	0	14	0	0	0	999415.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22033|MUTA_HUMAN	P22033	MUTA_HUMAN	MMUT	750	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylmalonyl-CoA mutase, mitochondrial	1.0	0.999	6	6	6	6	6	0	0	0	6	0	0	0	6	0	0	0	121695.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22059|OSBP1_HUMAN	P22059	OSBP1_HUMAN	OSBP	807	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oxysterol-binding protein 1	1.0	0.999	8	10	9	10	10	0	0	0	9	0	0	0	10	0	0	0	330604.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22061|PIMT_HUMAN	P22061	PIMT_HUMAN	PCMT1	227	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1.0	0.999	5	10	10	10	5	2	2	1	5	2	2	1	5	2	2	1	204349.73	206864.42	136117.31	139542.89	0.0	0.0	0.0	0.0	
sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	321	Homo sapiens OX=9606	1:Experimental evidence at protein level	rRNA 2'-O-methyltransferase fibrillarin	1.0	0.999	12	20	17	20	19	0	0	1	16	0	0	1	19	0	0	1	806407.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22102|PUR2_HUMAN	P22102	PUR2_HUMAN	GART	1010	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trifunctional purine biosynthetic protein adenosine-3	1.0	0.999	16	22	22	22	22	0	0	0	22	0	0	0	22	0	0	0	672301.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22234|PUR6_HUMAN	P22234	PUR6_HUMAN	PAICS	425	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	1.0	0.999	15	38	38	38	23	6	4	5	23	6	4	5	23	6	4	5	972886.1	676141.44	549075.9	590605.0	753251.44	203399.0	185392.77	185484.34	
sp|P22307|SCP2_HUMAN	P22307	SCP2_HUMAN	SCP2	547	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sterol carrier protein 2	1.0	0.999	10	16	16	16	16	0	0	0	16	0	0	0	16	0	0	0	741662.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22314|UBA1_HUMAN	P22314	UBA1_HUMAN	UBA1	1058	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 1	1.0	0.999	30	89	89	89	53	10	13	13	53	10	13	13	53	10	13	13	2575717.8	1505847.4	1327930.2	1271464.4	330426.03	274151.22	263329.62	218581.1	
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoside diphosphate kinase B	1.0	0.999	7	20	0	63	18	1	0	1	0	0	0	0	51	5	4	3	1512086.0	271535.38	186986.11	135841.69	0.0	0.0	0.0	0.0	
sp|P22415|USF1_HUMAN	P22415	USF1_HUMAN	USF1	310	Homo sapiens OX=9606	1:Experimental evidence at protein level	Upstream stimulatory factor 1	0.9734	0.9982	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	14488.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q15853|USF2_HUMAN
sp|P22570|ADRO_HUMAN	P22570	ADRO_HUMAN	FDXR	491	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.0	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	44277.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins A2/B1	1.0	0.999	21	164	126	164	139	8	8	9	101	8	8	9	139	8	8	9	5208327.5	2384101.2	2099623.2	2245828.0	562533.6	754673.94	686675.56	686905.4	
sp|P22694|KAPCB_HUMAN	P22694	KAPCB_HUMAN	PRKACB	351	Homo sapiens OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase catalytic subunit beta	0.9958	0.9988	4	1	1	5	1	0	0	0	1	0	0	0	4	0	0	1	4910.1455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 2, mitochondrial	1.0	0.999	13	34	34	34	29	2	2	1	29	2	2	1	29	2	2	1	1220759.1	270026.38	142652.47	235542.94	297453.94	170356.66	0.0	146446.48	
sp|P22736|NR4A1_HUMAN	P22736	NR4A1_HUMAN	NR4A1	598	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear receptor subfamily 4 group A member 1	0.9972	0.9908	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	2617.2554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22830|HEMH_HUMAN	P22830	HEMH_HUMAN	FECH	423	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferrochelatase, mitochondrial	1.0	0.999	8	10	10	10	10	0	0	0	10	0	0	0	10	0	0	0	189969.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23193|TCEA1_HUMAN	P23193	TCEA1_HUMAN	TCEA1	301	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription elongation factor A protein 1	1.0	0.999	14	24	21	24	22	2	0	0	19	2	0	0	22	2	0	0	604007.8	90649.6	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23229|ITA6_HUMAN	P23229	ITA6_HUMAN	ITGA6	1130	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-6	1.0	0.999	7	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	234129.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23246|SFPQ_HUMAN	P23246	SFPQ_HUMAN	SFPQ	707	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor, proline- and glutamine-rich	1.0	0.999	16	51	51	56	43	2	4	2	43	2	4	2	43	4	5	4	1541786.1	338087.75	497201.22	399399.34	423884.62	215281.4	231196.33	224969.86	
sp|P23258|TBG1_HUMAN	P23258	TBG1_HUMAN	TUBG1	451	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin gamma-1 chain	1.0	0.999	3	3	1	3	3	0	0	0	1	0	0	0	3	0	0	0	97355.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0	0.999	15	79	79	79	47	11	11	10	47	11	11	10	47	11	11	10	4548256.5	1801828.5	1628309.0	1709057.0	1276489.5	396524.47	372834.62	380290.75	
sp|P23368|MAOM_HUMAN	P23368	MAOM_HUMAN	ME2	584	Homo sapiens OX=9606	1:Experimental evidence at protein level	NAD-dependent malic enzyme, mitochondrial	1.0	0.999	7	9	9	9	9	0	0	0	9	0	0	0	9	0	0	0	242340.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23381|SYWC_HUMAN	P23381	SYWC_HUMAN	WARS1	471	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tryptophan--tRNA ligase, cytoplasmic	1.0	0.999	13	23	23	23	21	1	1	0	21	1	1	0	21	1	1	0	639049.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23396|RS3_HUMAN	P23396	RS3_HUMAN	RPS3	243	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S3	1.0	0.999	18	89	89	89	54	14	11	10	54	14	11	10	54	14	11	10	2684671.5	2192819.8	1904254.2	1736932.6	207353.05	644587.75	573667.56	492715.78	
sp|P23434|GCSH_HUMAN	P23434	GCSH_HUMAN	GCSH	173	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycine cleavage system H protein, mitochondrial	0.9847	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	55560.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23443|KS6B1_HUMAN	P23443	KS6B1_HUMAN	RPS6KB1	525	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal protein S6 kinase beta-1	0.9845	0.999	2	2	1	2	2	0	0	0	1	0	0	0	2	0	0	0	38495.844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23468|PTPRD_HUMAN	P23468	PTPRD_HUMAN	PTPRD	1912	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase delta	0.9937	0.9982	3	1	0	3	1	0	0	0	0	0	0	0	3	0	0	0	6016.6235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q13332|PTPRS_HUMAN
sp|P23497|SP100_HUMAN	P23497	SP100_HUMAN	SP100	879	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear autoantigen Sp-100	1.0	0.999	5	5	3	8	5	0	0	0	3	0	0	0	5	1	1	1	108753.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23526|SAHH_HUMAN	P23526	SAHH_HUMAN	AHCY	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenosylhomocysteinase	1.0	0.999	17	54	52	54	41	8	2	3	39	8	2	3	41	8	2	3	2163280.5	611808.5	519797.0	703750.44	315313.2	249126.78	235589.61	315680.0	
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cofilin-1	1.0	0.999	17	115	99	115	76	16	10	13	71	11	8	9	76	16	10	13	6179701.0	4868550.0	4123896.8	5846594.0	1312337.4	1221679.5	1209758.2	1277797.1	
sp|P23588|IF4B_HUMAN	P23588	IF4B_HUMAN	EIF4B	611	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4B	1.0	0.999	14	30	30	30	23	4	2	1	23	4	2	1	23	4	2	1	774101.4	313501.94	254537.47	133713.22	158810.75	159286.7	128296.24	0.0	
sp|P23634|AT2B4_HUMAN	P23634	AT2B4_HUMAN	ATP2B4	1241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 4	1.0	0.999	9	4	4	10	4	0	0	0	4	0	0	0	10	0	0	0	150618.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23743|DGKA_HUMAN	P23743	DGKA_HUMAN	DGKA	735	Homo sapiens OX=9606	1:Experimental evidence at protein level	Diacylglycerol kinase alpha	0.9846	0.999	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	30645.668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23769|GATA2_HUMAN	P23769	GATA2_HUMAN	GATA2	480	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endothelial transcription factor GATA-2	0.9674	0.9978	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	5943.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P23771|GATA3_HUMAN
sp|P23786|CPT2_HUMAN	P23786	CPT2_HUMAN	CPT2	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carnitine O-palmitoyltransferase 2, mitochondrial	1.0	0.999	6	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	130196.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P23919|KTHY_HUMAN	P23919	KTHY_HUMAN	DTYMK	212	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymidylate kinase	1.0	0.999	11	13	13	13	12	0	1	0	12	0	1	0	12	0	1	0	418285.47	0.0	114525.86	0.0	0.0	0.0	0.0	0.0	
sp|P23921|RIR1_HUMAN	P23921	RIR1_HUMAN	RRM1	792	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonucleoside-diphosphate reductase large subunit	1.0	0.999	12	20	20	20	20	0	0	0	20	0	0	0	20	0	0	0	784196.2	80270.65	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P24390|ERD21_HUMAN	P24390	ERD21_HUMAN	KDELR1	212	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER lumen protein-retaining receptor 1	0.9547	0.9969	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	14019.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P33947|ERD22_HUMAN
sp|P24534|EF1B_HUMAN	P24534	EF1B_HUMAN	EEF1B2	225	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-beta	1.0	0.999	9	29	29	36	10	7	6	6	10	7	6	6	11	9	8	8	457247.9	1293300.8	1263294.2	1283756.2	432694.94	341921.2	283097.8	281291.0	
sp|P24539|AT5F1_HUMAN	P24539	AT5F1_HUMAN	ATP5PB	256	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase F(0) complex subunit B1, mitochondrial	1.0	0.999	9	19	19	19	13	2	2	2	13	2	2	2	13	2	2	2	661995.4	351324.38	329467.94	299796.1	0.0	194659.62	178805.62	166099.2	
sp|P24666|PPAC_HUMAN	P24666	PPAC_HUMAN	ACP1	158	Homo sapiens OX=9606	1:Experimental evidence at protein level	Low molecular weight phosphotyrosine protein phosphatase	1.0	0.999	5	13	13	13	10	1	1	1	10	1	1	1	10	1	1	1	373907.44	47316.305	103594.39	132326.25	0.0	0.0	0.0	0.0	
sp|P24752|THIL_HUMAN	P24752	THIL_HUMAN	ACAT1	427	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase, mitochondrial	1.0	0.999	15	26	26	26	21	4	0	1	21	4	0	1	21	4	0	1	377746.3	73737.0	0.0	93146.66	0.0	0.0	0.0	0.0	
sp|P24844|MYL9_HUMAN	P24844	MYL9_HUMAN	MYL9	172	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin regulatory light polypeptide 9	1.0	0.999	6	3	3	17	3	0	0	0	3	0	0	0	14	1	1	1	174352.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P24928|RPB1_HUMAN	P24928	RPB1_HUMAN	POLR2A	1970	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB1	1.0	0.999	6	7	7	7	7	0	0	0	7	0	0	0	7	0	0	0	100719.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P24941|CDK2_HUMAN	P24941	CDK2_HUMAN	CDK2	298	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 2	1.0	0.999	5	5	5	8	5	0	0	0	5	0	0	0	6	1	1	0	142401.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25098|ARBK1_HUMAN	P25098	ARBK1_HUMAN	GRK2	689	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-adrenergic receptor kinase 1	1.0	0.999	4	4	1	4	4	0	0	0	1	0	0	0	4	0	0	0	58829.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25106|ACKR3_HUMAN	P25106	ACKR3_HUMAN	ACKR3	362	Homo sapiens OX=9606	1:Experimental evidence at protein level	Atypical chemokine receptor 3	0.9999	0.999	2	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	44934.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25205|MCM3_HUMAN	P25205	MCM3_HUMAN	MCM3	808	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM3	1.0	0.999	27	45	45	45	32	8	1	4	32	8	1	4	32	8	1	4	842055.75	502993.9	273912.84	304666.84	61878.973	145179.36	152310.5	171515.12	
sp|P25325|THTM_HUMAN	P25325	THTM_HUMAN	MPST	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	3-mercaptopyruvate sulfurtransferase	1.0	0.999	4	6	6	6	6	0	0	0	6	0	0	0	6	0	0	0	106876.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25398|RS12_HUMAN	P25398	RS12_HUMAN	RPS12	132	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S12	1.0	0.999	7	27	27	27	13	5	6	3	13	5	6	3	13	5	6	3	936316.94	1030501.2	773525.6	837695.75	142089.39	540790.6	510925.0	517915.0	
sp|P25440|BRD2_HUMAN	P25440	BRD2_HUMAN	BRD2	801	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bromodomain-containing protein 2	1.0	0.999	8	10	9	11	10	0	0	0	9	0	0	0	11	0	0	0	121884.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25445|TNR6_HUMAN	P25445	TNR6_HUMAN	FAS	335	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 6	0.9341	0.9955	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	15601.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25490|TYY1_HUMAN	P25490	TYY1_HUMAN	YY1	414	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional repressor protein YY1	1.0	0.999	3	4	3	4	4	0	0	0	3	0	0	0	4	0	0	0	55388.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
