Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Unique Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Unique Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Unique Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Unique Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Unique Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Total Spectral Count	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Total Spectral Count	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Total Spectral Count	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Total Spectral Count	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Total Spectral Count	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 Intensity	Hela_10ng_DDA_12_14_2023_Slot1_15_2711 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2763 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2764 MaxLFQ Intensity	Hela_250pg_DDA_100nlmin_12_20_2023_Slot1_11_2765 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2766 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2767 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2768 MaxLFQ Intensity	Hela_250pg_DDA_200nlmin_12_20_2023_Slot1_11_2769 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_20_2023_Slot1_11_2770 MaxLFQ Intensity	Hela_250pg_DDA_300nlmin_12_21_2023_Slot1_11_2771 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2772 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2773 MaxLFQ Intensity	Hela_250pg_DDA_400nlmin_12_21_2023_Slot1_11_2774 MaxLFQ Intensity	Indistinguishable Proteins
sp|P16402|H13_HUMAN	P16402	H13_HUMAN	H1-3	221	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.3	1.0	0.999	13	21	21	187	5	0	2	2	1	1	0	2	3	0	2	1	2	5	0	2	2	1	1	0	2	3	0	2	1	2	22	8	10	12	14	12	13	14	18	16	16	16	16	268087.0	0.0	0.0	0.0	157610.11	0.0	0.0	190203.27	259456.44	0.0	112434.9	123171.84	215151.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16403|H12_HUMAN	P16403	H12_HUMAN	H1-2	213	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.2	1.0	0.999	16	186	63	231	38	10	12	9	12	13	11	11	16	15	14	13	12	21	4	6	3	3	5	3	3	4	4	3	2	2	38	13	14	13	16	16	16	15	19	21	17	17	16	4067192.8	2945257.0	3269823.5	3989194.0	6290958.5	6158917.5	6380404.5	5953865.0	4907453.0	5441867.0	5700087.0	6594774.5	5966018.0	887014.4	757533.0	847847.94	1065477.8	1647250.8	1573193.1	1641041.4	1584194.4	1272841.6	1385796.6	1475056.9	1724867.6	1622265.9	
sp|P16435|NCPR_HUMAN	P16435	NCPR_HUMAN	POR	677	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADPH--cytochrome P450 reductase	1.0	0.999	6	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	354773.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16455|MGMT_HUMAN	P16455	MGMT_HUMAN	MGMT	207	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylated-DNA--protein-cysteine methyltransferase	1.0	0.999	4	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	118680.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16591|FER_HUMAN	P16591	FER_HUMAN	FER	822	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase Fer	0.9956	0.9967	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15965.637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	1042	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	1.0	0.999	16	26	12	26	20	0	1	0	1	2	0	0	0	0	0	1	1	10	0	1	0	0	0	0	0	0	0	0	1	0	20	0	1	0	1	2	0	0	0	0	0	1	1	653220.44	0.0	0.0	0.0	0.0	136867.33	0.0	0.0	0.0	0.0	0.0	96403.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16930|FAAA_HUMAN	P16930	FAAA_HUMAN	FAH	419	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fumarylacetoacetase	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12500.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16949|STMN1_HUMAN	P16949	STMN1_HUMAN	STMN1	149	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stathmin	1.0	0.999	19	99	50	99	32	5	4	7	5	7	5	6	5	5	6	6	6	23	2	2	5	2	4	1	1	2	1	2	3	2	32	5	4	7	5	7	5	6	5	5	6	6	6	1820434.8	416815.7	399652.28	345711.28	1304149.8	1037803.1	1134321.4	989882.5	1097935.6	943660.75	1198244.5	1341749.5	1131430.2	141733.6	144455.61	239412.62	342740.56	372784.1	402188.94	449922.44	351786.88	303362.3	298425.53	319959.3	375416.0	314289.8	
sp|P16989|YBOX3_HUMAN	P16989	YBOX3_HUMAN	YBX3	372	Homo sapiens OX=9606	1:Experimental evidence at protein level	Y-box-binding protein 3	1.0	0.999	11	12	12	35	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	26	1	3	0	1	0	2	0	0	0	1	0	1	326828.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17096|HMGA1_HUMAN	P17096	HMGA1_HUMAN	HMGA1	107	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein HMG-I/HMG-Y	1.0	0.999	7	35	35	35	13	2	1	1	3	1	3	3	2	1	2	1	2	13	2	1	1	3	1	3	3	2	1	2	1	2	13	2	1	1	3	1	3	3	2	1	2	1	2	376677.72	111387.19	0.0	0.0	504819.75	217848.5	461059.72	652376.56	603187.3	450762.88	557782.9	544814.5	530347.56	0.0	0.0	0.0	0.0	366917.53	0.0	338086.6	463065.47	430799.0	287015.7	336963.3	343565.9	355031.2	
sp|P17152|TMM11_HUMAN	P17152	TMM11_HUMAN	TMEM11	192	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 11, mitochondrial	0.9588	0.9976	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14901.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	1.0	0.999	9	19	19	19	12	0	0	1	0	0	0	2	0	1	1	1	1	12	0	0	1	0	0	0	2	0	1	1	1	1	12	0	0	1	0	0	0	2	0	1	1	1	1	313680.47	0.0	0.0	132429.27	0.0	0.0	0.0	46199.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17252|KPCA_HUMAN	P17252	KPCA_HUMAN	PRKCA	672	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein kinase C alpha type	1.0	0.999	3	4	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	93071.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17275|JUNB_HUMAN	P17275	JUNB_HUMAN	JUNB	347	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor JunB	0.9825	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32318.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17301|ITA2_HUMAN	P17301	ITA2_HUMAN	ITGA2	1181	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-2	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	66111.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17342|ANPRC_HUMAN	P17342	ANPRC_HUMAN	NPR3	541	Homo sapiens OX=9606	1:Experimental evidence at protein level	Atrial natriuretic peptide receptor 3	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	61876.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17480|UBF1_HUMAN	P17480	UBF1_HUMAN	UBTF	764	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar transcription factor 1	1.0	0.999	6	7	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	394762.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17535|JUND_HUMAN	P17535	JUND_HUMAN	JUND	347	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor JunD	0.9797	0.9988	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17188.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17544|ATF7_HUMAN	P17544	ATF7_HUMAN	ATF7	483	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclic AMP-dependent transcription factor ATF-7	0.9824	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	383557.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17568|NDUB7_HUMAN	P17568	NDUB7_HUMAN	NDUFB7	137	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1.0	0.999	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	42807.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	Homo sapiens OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase catalytic subunit alpha	0.9997	0.999	4	8	2	8	5	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	1	0	0	0	0	0	0	112355.164	0.0	0.0	0.0	0.0	0.0	45199.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17655|CAN2_HUMAN	P17655	CAN2_HUMAN	CAPN2	700	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpain-2 catalytic subunit	1.0	0.999	9	16	16	16	12	0	0	1	0	0	1	0	1	0	1	0	0	12	0	0	1	0	0	1	0	1	0	1	0	0	12	0	0	1	0	0	1	0	1	0	1	0	0	437577.0	0.0	0.0	112512.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17676|CEBPB_HUMAN	P17676	CEBPB_HUMAN	CEBPB	345	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCAAT/enhancer-binding protein beta	0.9825	0.999	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35153.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17812|PYRG1_HUMAN	P17812	PYRG1_HUMAN	CTPS1	591	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTP synthase 1	1.0	0.999	12	15	13	15	14	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	669618.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17813|EGLN_HUMAN	P17813	EGLN_HUMAN	ENG	658	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoglin	1.0	0.999	6	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	126341.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17844|DDX5_HUMAN	P17844	DDX5_HUMAN	DDX5	614	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX5	1.0	0.999	27	140	67	140	46	4	10	9	8	8	10	6	6	6	9	9	9	30	3	4	4	3	2	5	2	1	2	4	4	3	46	4	10	9	8	8	10	6	6	6	9	9	9	2872901.0	85282.32	305388.5	735193.75	877285.56	749544.1	945213.5	609680.94	628748.6	573725.25	654128.06	818896.56	856357.3	527205.94	0.0	123668.94	221479.64	202662.02	199360.0	259132.2	191107.36	195572.95	161499.64	172814.6	232410.33	194758.61	
sp|P17858|PFKAL_HUMAN	P17858	PFKAL_HUMAN	PFKL	780	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, liver type	1.0	0.999	10	8	8	27	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	1	0	1	1	1	1	1	1	2	286812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17900|SAP3_HUMAN	P17900	SAP3_HUMAN	GM2A	193	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ganglioside GM2 activator	0.9353	0.9961	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46364.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-3	1.0	0.999	8	40	40	40	22	0	0	1	3	2	3	1	2	2	2	0	2	22	0	0	1	3	2	3	1	2	2	2	0	2	22	0	0	1	3	2	3	1	2	2	2	0	2	1369560.4	0.0	0.0	0.0	295125.12	145437.02	258653.98	286477.72	291185.22	364372.28	384285.25	345970.2	290460.7	0.0	0.0	0.0	0.0	182401.77	0.0	0.0	177404.5	175202.97	214708.02	225700.05	203449.1	0.0	
sp|P17980|PRS6A_HUMAN	P17980	PRS6A_HUMAN	PSMC3	439	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6A	1.0	0.999	13	23	23	23	18	0	0	1	0	1	1	1	1	0	0	0	0	18	0	0	1	0	1	1	1	1	0	0	0	0	18	0	0	1	0	1	1	1	1	0	0	0	0	388044.72	0.0	0.0	0.0	0.0	0.0	0.0	65728.34	105149.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P17987|TCPA_HUMAN	P17987	TCPA_HUMAN	TCP1	556	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit alpha	1.0	0.999	22	110	110	110	37	2	7	6	7	5	8	4	6	7	6	7	8	37	2	7	6	7	5	8	4	6	7	6	7	8	37	2	7	6	7	5	8	4	6	7	6	7	8	1150482.9	0.0	268536.44	478561.84	846727.75	435993.97	788004.44	569370.5	540353.56	404929.2	399059.1	751704.8	711373.9	21912.725	0.0	179098.81	222465.03	320181.38	262044.67	363157.28	274320.25	258375.78	176849.03	297642.28	334833.72	339786.47	
sp|P18031|PTN1_HUMAN	P18031	PTN1_HUMAN	PTPN1	435	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 1	1.0	0.999	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	83331.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P18077|RL35A_HUMAN	P18077	RL35A_HUMAN	RPL35A	110	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L35a	1.0	0.999	5	51	51	51	5	2	2	2	6	5	4	6	3	3	6	3	4	5	2	2	2	6	5	4	6	3	3	6	3	4	5	2	2	2	6	5	4	6	3	3	6	3	4	328271.25	196742.36	332868.03	190329.0	667530.5	260834.06	747580.5	609757.7	551790.2	357325.44	404525.94	535941.1	460585.16	0.0	0.0	202841.84	0.0	265933.97	162395.42	298402.16	223061.45	204482.89	131512.08	159151.45	200554.84	188216.38	
sp|P18084|ITB5_HUMAN	P18084	ITB5_HUMAN	ITGB5	799	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin beta-5	1.0	0.999	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	88612.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 4	1.0	0.999	6	40	38	40	14	2	2	3	2	2	2	3	2	2	2	2	2	13	2	2	2	2	2	2	3	2	2	2	2	2	14	2	2	3	2	2	2	3	2	2	2	2	2	469995.78	154072.53	263132.84	163953.6	409252.84	367664.34	460473.12	461896.97	440075.06	289352.8	398311.2	522157.75	541810.75	68593.11	87274.086	148637.6	0.0	233555.05	205250.39	262424.5	261531.64	249591.8	165119.66	220808.47	297236.47	308117.72	
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L7	1.0	0.999	13	109	109	109	22	5	6	7	8	9	5	6	6	9	8	10	8	22	5	6	7	8	9	5	6	6	9	8	10	8	22	5	6	7	8	9	5	6	6	9	8	10	8	1479214.8	245340.02	907856.1	1281491.0	1365063.8	1406697.4	1068930.6	1335078.0	1139757.1	933761.9	1400737.6	1462556.5	1234900.5	127128.76	183058.94	308753.7	419932.9	401970.5	419340.22	402898.62	379984.75	299825.72	255448.92	413431.28	439034.44	421318.25	
sp|P18206|VINC_HUMAN	P18206	VINC_HUMAN	VCL	1134	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vinculin	1.0	0.999	64	346	346	346	94	6	13	10	24	22	25	27	18	26	27	28	26	94	6	13	10	24	22	25	27	18	26	27	28	26	94	6	13	10	24	22	25	27	18	26	27	28	26	4801557.0	193374.69	710565.94	1198110.5	3204304.0	2605966.0	3843430.5	3330274.0	2234642.5	2259550.5	2407935.2	3280567.5	2368682.5	245101.62	86971.766	216102.64	266706.88	255888.69	221332.78	307905.75	252385.05	200895.39	194467.39	206287.0	264702.03	221540.0	
sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	2426	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SON	1.0	0.999	8	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	185831.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
