Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P34949|MPI_HUMAN	P34949	MPI_HUMAN	MPI	423	Homo sapiens OX=9606	Mannose-6-phosphate isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	17C(57.0214), 3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P35052|GPC1_HUMAN	P35052	GPC1_HUMAN	GPC1	558	Homo sapiens OX=9606	Glypican-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	11C(57.0214), 14C(57.0214)		
sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	Homo sapiens OX=9606	Profilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0			
sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	Homo sapiens OX=9606	Catenin alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	31	22	31	39	28	39	     0	     0	     0	11C(57.0214), 12C(57.0214), 3C(57.0214), 5C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P35222|CTNB1_HUMAN	P35222	CTNB1_HUMAN	CTNNB1	781	Homo sapiens OX=9606	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	12	11	12	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|P35232|PHB1_HUMAN	P35232	PHB1_HUMAN	PHB1	272	Homo sapiens OX=9606	Prohibitin 1 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	23	23	23	     0	     0	     0			
sp|P35237|SPB6_HUMAN	P35237	SPB6_HUMAN	SERPINB6	376	Homo sapiens OX=9606	Serpin B6 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	10	9	10	     0	     0	     0	2C(57.0214)		
sp|P35241|RADI_HUMAN	P35241	RADI_HUMAN	RDX	583	Homo sapiens OX=9606	Radixin 	1:Experimental evidence at protein level	1.0000	0.9990	20	20	20	23	23	23	     0	     0	     0	9M(15.9949)		
sp|P35244|RFA3_HUMAN	P35244	RFA3_HUMAN	RPA3	121	Homo sapiens OX=9606	Replication protein A 14 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	15C(57.0214), 5C(57.0214)		
sp|P35249|RFC4_HUMAN	P35249	RFC4_HUMAN	RFC4	363	Homo sapiens OX=9606	Replication factor C subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0			
sp|P35250|RFC2_HUMAN	P35250	RFC2_HUMAN	RFC2	354	Homo sapiens OX=9606	Replication factor C subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	2C(57.0214)		
sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	Homo sapiens OX=9606	60S ribosomal protein L22 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	     0	     0	     0			
sp|P35269|T2FA_HUMAN	P35269	T2FA_HUMAN	GTF2F1	517	Homo sapiens OX=9606	General transcription factor IIF subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0			
sp|P35270|SPRE_HUMAN	P35270	SPRE_HUMAN	SPR	261	Homo sapiens OX=9606	Sepiapterin reductase 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	18	18	18	     0	     0	     0	3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P35354|PGH2_HUMAN	P35354	PGH2_HUMAN	PTGS2	604	Homo sapiens OX=9606	Prostaglandin G/H synthase 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	12	11	12	     0	     0	     0	9C(57.0214)		
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	Homo sapiens OX=9606	Myosin-9 	1:Experimental evidence at protein level	1.0000	0.9990	100	79	100	135	109	135	     0	     0	     0	13C(57.0214), 14C(57.0214), 16C(57.0214), 1C(57.0214), 1M(15.9949), 2C(57.0214), 3C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P35580|MYH10_HUMAN	P35580	MYH10_HUMAN	MYH10	1976	Homo sapiens OX=9606	Myosin-10 	1:Experimental evidence at protein level	1.0000	0.9990	8	6	8	8	6	8	     0	     0	     0	4C(57.0214)		
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	Homo sapiens OX=9606	Coatomer subunit beta' 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	5	5	5	     0	     0	     0			
sp|P35611|ADDA_HUMAN	P35611	ADDA_HUMAN	ADD1	737	Homo sapiens OX=9606	Alpha-adducin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214)		
sp|P35612|ADDB_HUMAN	P35612	ADDB_HUMAN	ADD2	726	Homo sapiens OX=9606	Beta-adducin 	1:Experimental evidence at protein level	1.0000	0.9988	3	2	3	4	2	4	     0	     0	     0	4C(57.0214)		
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens OX=9606	Basigin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	11	11	11	     0	     0	     0	15C(57.0214)		
sp|P35637|FUS_HUMAN	P35637	FUS_HUMAN	FUS	526	Homo sapiens OX=9606	RNA-binding protein FUS 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	10	18	16	18	     0	     0	     0	1C(57.0214), 3C(57.0214), 6C(57.0214)		
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	Homo sapiens OX=9606	Nuclear pore complex protein Nup214 	1:Experimental evidence at protein level	1.0000	0.9988	8	8	8	8	8	8	     0	     0	     0	2C(57.0214)		
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	Homo sapiens OX=9606	Protein DEK 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	18	18	18	     0	     0	     0			
sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	GLRX	106	Homo sapiens OX=9606	Glutaredoxin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	12C(57.0214), 2C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P35998|PRS7_HUMAN	P35998	PRS7_HUMAN	PSMC2	433	Homo sapiens OX=9606	26S proteasome regulatory subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	23	23	23	32	32	32	     0	     0	     0	24C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|P36405|ARL3_HUMAN	P36405	ARL3_HUMAN	ARL3	182	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0			
sp|P36507|MP2K2_HUMAN	P36507	MP2K2_HUMAN	MAP2K2	400	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 2 	1:Experimental evidence at protein level	1.0000	0.9983	3	3	3	3	3	3	     0	     0	     0			
sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	Homo sapiens OX=9606	ATP synthase subunit gamma, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	10	10	10	     0	     0	     0	3C(57.0214)		
sp|P36543|VATE1_HUMAN	P36543	VATE1_HUMAN	ATP6V1E1	226	Homo sapiens OX=9606	V-type proton ATPase subunit E 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	6	5	6	     0	     0	     0			
sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	Homo sapiens OX=9606	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	5	5	5	     0	     0	     0			
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens OX=9606	60S ribosomal protein L4 	1:Experimental evidence at protein level	1.0000	0.9990	20	20	20	31	31	31	     0	     0	     0	10C(57.0214), 17M(15.9949), 2C(57.0214), 3C(57.0214), 4C(57.0214), N-term(42.0106)		
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens OX=9606	Lon protease homolog, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	     0	     0	     0			
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens OX=9606	Phosphoglucomutase-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	15	15	15	     0	     0	     0	4C(57.0214), 8C(57.0214)		
sp|P36954|RPB9_HUMAN	P36954	RPB9_HUMAN	POLR2I	125	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB9 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	10C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens OX=9606	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	12	12	12	     0	     0	     0	5C(57.0214), 8C(57.0214)		
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	Homo sapiens OX=9606	Signal recognition particle 14 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	14C(57.0214)		
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens OX=9606	Nuclear pore glycoprotein p62 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens OX=9606	Hippocalcin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	9	5	9	     0	     0	     0	2C(57.0214)		
sp|P37268|FDFT_HUMAN	P37268	FDFT_HUMAN	FDFT1	417	Homo sapiens OX=9606	Squalene synthase 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens OX=9606	Transgelin-2 	1:Experimental evidence at protein level	1.0000	0.9990	17	16	17	43	39	43	     0	     0	     0	18M(15.9949), 2M(15.9949), 3M(15.9949), 6C(57.0214), 6M(15.9949), 7M(15.9949), N-term(42.0106)		
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens OX=9606	Transaldolase 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	43	43	43	     0	     0	     0	4M(15.9949), 5C(57.0214)		
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens OX=9606	Electron transfer flavoprotein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	42	42	42	     0	     0	     0	10C(57.0214), 12C(57.0214), 15C(57.0214), 7C(57.0214)		
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens OX=9606	RNA-binding motif protein, X chromosome 	1:Experimental evidence at protein level	1.0000	0.9990	25	8	25	34	9	34	     0	     0	     0	7M(15.9949), N-term(42.0106)		
sp|P38432|COIL_HUMAN	P38432	COIL_HUMAN	COIL	576	Homo sapiens OX=9606	Coilin 	1:Experimental evidence at protein level	1.0000	0.9980	3	3	3	3	3	3	     0	     0	     0			
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens OX=9606	V-type proton ATPase catalytic subunit A 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	22C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens OX=9606	Stress-70 protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	40	39	40	88	85	88	     0	     0	     0	11M(15.9949), 13C(57.0214), 13M(15.9949), 1M(15.9949), 20M(15.9949), 21M(15.9949), 2M(15.9949), 6C(57.0214)		
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens OX=9606	Eukaryotic initiation factor 4A-III 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens OX=9606	40S ribosomal protein S19 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	27	27	27	     0	     0	     0			
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens OX=9606	60S ribosomal protein L3 	1:Experimental evidence at protein level	1.0000	0.9990	15	13	15	23	19	23	     0	     0	     0	11C(57.0214), 3C(57.0214)		
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9986	3	3	3	3	3	3	     0	     0	     0			
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens OX=9606	Acidic leucine-rich nuclear phosphoprotein 32 family member A 	1:Experimental evidence at protein level	1.0000	0.9990	16	10	16	24	12	24	     0	     0	     0	12C(57.0214), 1C(57.0214), 7C(57.0214)		
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens OX=9606	Flap endonuclease 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	15	14	15	     0	     0	     0	11C(57.0214)		
sp|P39880|CUX1_HUMAN	P39880	CUX1_HUMAN	CUX1	1505	Homo sapiens OX=9606	Homeobox protein cut-like 1 	1:Experimental evidence at protein level	1.0000	0.9988	5	1	5	5	1	5	     0	     0	     0			
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens OX=9606	Macrophage-capping protein 	1:Experimental evidence at protein level	1.0000	0.9989	8	8	8	9	9	9	     0	     0	     0	N-term(42.0106)		
sp|P40199|CEAM6_HUMAN	P40199	CEAM6_HUMAN	CEACAM6	344	Homo sapiens OX=9606	Carcinoembryonic antigen-related cell adhesion molecule 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P40222|TXLNA_HUMAN	P40222	TXLNA_HUMAN	TXLNA	546	Homo sapiens OX=9606	Alpha-taxilin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	6C(57.0214)		
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens OX=9606	T-complex protein 1 subunit zeta 	1:Experimental evidence at protein level	1.0000	0.9990	21	16	21	29	23	29	     0	     0	     0	2C(57.0214), 3C(57.0214)		
sp|P40261|NNMT_HUMAN	P40261	NNMT_HUMAN	NNMT	264	Homo sapiens OX=9606	Nicotinamide N-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	N-term(42.0106)		
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens OX=9606	60S ribosomal protein L13a 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	8	3	8	     0	     0	     0			
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	Homo sapiens OX=9606	Signal transducer and activator of transcription 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0			
sp|P40818|UBP8_HUMAN	P40818	UBP8_HUMAN	USP8	1118	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 8 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0			
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens OX=9606	Malate dehydrogenase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	19	19	19	     0	     0	     0	12C(57.0214), 5C(57.0214)		
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens OX=9606	Malate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	24	24	24	57	57	57	     0	     0	     0	11C(57.0214), 15C(57.0214), 1M(15.9949), 2C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens OX=9606	Trifunctional enzyme subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	19	19	19	     0	     0	     0	12C(57.0214), 13C(57.0214), 1C(57.0214)		
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	15	4	15	18	4	18	     0	     0	     0	2C(57.0214), 3C(57.0214), 6C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|P41208|CETN2_HUMAN	P41208	CETN2_HUMAN	CETN2	172	Homo sapiens OX=9606	Centrin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	4	3	4	     0	     0	     0			
sp|P41223|BUD31_HUMAN	P41223	BUD31_HUMAN	BUD31	144	Homo sapiens OX=9606	Protein BUD31 homolog 	1:Experimental evidence at protein level	1.0000	0.9988	5	5	5	6	6	6	     0	     0	     0	10C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P41227|NAA10_HUMAN	P41227	NAA10_HUMAN	NAA10	235	Homo sapiens OX=9606	N-alpha-acetyltransferase 10 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	15	9	15	     0	     0	     0	13C(57.0214), 17C(57.0214)		
sp|P41240|CSK_HUMAN	P41240	CSK_HUMAN	CSK	450	Homo sapiens OX=9606	Tyrosine-protein kinase CSK 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	7	6	7	     0	     0	     0	7C(57.0214)		
sp|P41250|GARS_HUMAN	P41250	GARS_HUMAN	GARS1	739	Homo sapiens OX=9606	Glycine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	11C(57.0214), 1C(57.0214), 2C(57.0214), 7C(57.0214)		
sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS1	1262	Homo sapiens OX=9606	Isoleucine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9986	7	7	7	7	7	7	     0	     0	     0	5C(57.0214)		
sp|P42025|ACTY_HUMAN	P42025	ACTY_HUMAN	ACTR1B	376	Homo sapiens OX=9606	Beta-centractin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P42126|ECI1_HUMAN	P42126	ECI1_HUMAN	ECI1	302	Homo sapiens OX=9606	Enoyl-CoA delta isomerase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoform alpha 	1:Experimental evidence at protein level	1.0000	0.9990	28	17	28	37	21	37	     0	     0	     0	10C(57.0214), 15C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	TMPO	454	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoforms beta/gamma 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	     0	     0	     0	17C(57.0214), 21C(57.0214)		
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens OX=9606	Signal transducer and activator of transcription 1-alpha/beta 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	14	14	14	     0	     0	     0	10C(57.0214), N-term(42.0106)		
sp|P42330|AK1C3_HUMAN	P42330	AK1C3_HUMAN	AKR1C3	323	Homo sapiens OX=9606	Aldo-keto reductase family 1 member C3 	1:Experimental evidence at protein level	1.0000	0.9990	35	14	35	135	43	135	     0	     0	     0	10C(57.0214), 16C(57.0214), 17C(57.0214), 1C(57.0214), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 7M(15.9949)		
sp|P42677|RS27_HUMAN	P42677	RS27_HUMAN	RPS27	84	Homo sapiens OX=9606	40S ribosomal protein S27 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens OX=9606	Leucine-rich PPR motif-containing protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	46	46	46	56	56	56	     0	     0	     0	1C(57.0214), 21C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214)		
sp|P42765|THIM_HUMAN	P42765	THIM_HUMAN	ACAA2	397	Homo sapiens OX=9606	3-ketoacyl-CoA thiolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	20	20	20	     0	     0	     0	13C(57.0214), 17C(57.0214), 19C(57.0214), 2C(57.0214), 3C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens OX=9606	60S ribosomal protein L35 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens OX=9606	Lysosomal Pro-X carboxypeptidase 	1:Experimental evidence at protein level	1.0000	0.9982	5	5	5	5	5	5	     0	     0	     0	5C(57.0214)		
sp|P42892|ECE1_HUMAN	P42892	ECE1_HUMAN	ECE1	770	Homo sapiens OX=9606	Endothelin-converting enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0			
sp|P43155|CACP_HUMAN	P43155	CACP_HUMAN	CRAT	626	Homo sapiens OX=9606	Carnitine O-acetyltransferase 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	5	5	5	     0	     0	     0			
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens OX=9606	Matrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	23	23	23	31	31	31	     0	     0	     0	1C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens OX=9606	Glycerol-3-phosphate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	5C(57.0214)		
sp|P43307|SSRA_HUMAN	P43307	SSRA_HUMAN	SSR1	286	Homo sapiens OX=9606	Translocon-associated protein subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	3	3	3	     0	     0	     0			
sp|P43353|AL3B1_HUMAN	P43353	AL3B1_HUMAN	ALDH3B1	468	Homo sapiens OX=9606	Aldehyde dehydrogenase family 3 member B1 	1:Experimental evidence at protein level	1.0000	0.9989	7	4	7	8	5	8	     0	     0	     0	15C(57.0214), 16C(57.0214), 21C(57.0214), 8C(57.0214)		
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens OX=9606	Ran-specific GTPase-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	14	14	14	     0	     0	     0	10M(15.9949), 2C(57.0214), 4C(57.0214), 6C(57.0214)		
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens OX=9606	Nicotinamide phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	28	28	28	     0	     0	     0	1C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens OX=9606	26S proteasome regulatory subunit 6B 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	20	20	20	     0	     0	     0	10C(57.0214)		
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase C 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	13	13	13	     0	     0	     0	2C(57.0214)		
sp|P45954|ACDSB_HUMAN	P45954	ACDSB_HUMAN	ACADSB	432	Homo sapiens OX=9606	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	6	6	6	     0	     0	     0			
sp|P45973|CBX5_HUMAN	P45973	CBX5_HUMAN	CBX5	191	Homo sapiens OX=9606	Chromobox protein homolog 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
sp|P45974|UBP5_HUMAN	P45974	UBP5_HUMAN	USP5	858	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
sp|P45985|MP2K4_HUMAN	P45985	MP2K4_HUMAN	MAP2K4	399	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 4 	1:Experimental evidence at protein level	1.0000	0.9982	5	5	5	5	5	5	     0	     0	     0	2C(57.0214)		
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	Homo sapiens OX=9606	Ran GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	10C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|P46063|RECQ1_HUMAN	P46063	RECQ1_HUMAN	RECQL	649	Homo sapiens OX=9606	ATP-dependent DNA helicase Q1 	1:Experimental evidence at protein level	1.0000	0.9989	8	8	8	8	8	8	     0	     0	     0	2C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P46108|CRK_HUMAN	P46108	CRK_HUMAN	CRK	304	Homo sapiens OX=9606	Adapter molecule crk 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	6	5	6	     0	     0	     0	11C(57.0214)		
sp|P46109|CRKL_HUMAN	P46109	CRKL_HUMAN	CRKL	303	Homo sapiens OX=9606	Crk-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	7	6	7	     0	     0	     0	5C(57.0214)		
