Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P27348|1433T_HUMAN	P27348	1433T_HUMAN	YWHAQ	245	Homo sapiens OX=9606	14-3-3 protein theta 	1:Experimental evidence at protein level	1.0000	0.9990	21	4	21	47	8	47	     0	     0	     0	11M(15.9949), 14C(57.0214), 15M(15.9949), 16C(57.0214), 3C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P27361-2|MK03_HUMAN	P27361-2	MK03_HUMAN	MAPK3	335	Homo sapiens OX=9606	Isoform 2 of Mitogen-activated protein kinase 3 		1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	13C(57.0214)		sp|P27361|MK03_HUMAN
sp|P27635|RL10_HUMAN	P27635	RL10_HUMAN	RPL10	214	Homo sapiens OX=9606	60S ribosomal protein L10 	1:Experimental evidence at protein level	1.0000	0.9990	12	0	12	17	0	17	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|P27694|RFA1_HUMAN	P27694	RFA1_HUMAN	RPA1	616	Homo sapiens OX=9606	Replication protein A 70 kDa DNA-binding subunit 	1:Experimental evidence at protein level	1.0000	0.9988	6	3	6	6	3	6	     0	     0	     0			
sp|P27695|APEX1_HUMAN	P27695	APEX1_HUMAN	APEX1	318	Homo sapiens OX=9606	DNA-(apurinic or apyrimidinic site) lyase 	1:Experimental evidence at protein level	1.0000	0.9990	13	1	13	18	1	18	     0	     0	     0	14C(57.0214), 15C(57.0214), 2C(57.0214)		
sp|P27708|PYR1_HUMAN	P27708	PYR1_HUMAN	CAD	2225	Homo sapiens OX=9606	CAD protein 	1:Experimental evidence at protein level	1.0000	0.9990	24	0	24	31	0	31	     0	     0	     0	17C(57.0214), 6C(57.0214)		tr|F8VPD4|F8VPD4_HUMAN
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	Homo sapiens OX=9606	Calreticulin 	1:Experimental evidence at protein level	1.0000	0.9990	15	2	15	30	5	30	     0	     0	     0	7C(57.0214)		
sp|P27816-6|MAP4_HUMAN	P27816-6	MAP4_HUMAN	MAP4	1135	Homo sapiens OX=9606	Isoform 6 of Microtubule-associated protein 4 		1.0000	0.9990	23	0	23	26	0	26	     0	     0	     0	3C(57.0214), N-term(42.0106)		sp|P27816|MAP4_HUMAN, tr|E7EVA0|E7EVA0_HUMAN
sp|P27824-2|CALX_HUMAN	P27824-2	CALX_HUMAN	CANX	627	Homo sapiens OX=9606	Isoform 2 of Calnexin 		1.0000	0.9990	17	0	17	24	0	24	     0	     0	     0	1C(57.0214), 5M(15.9949), 7C(57.0214)		sp|P27824|CALX_HUMAN
sp|P28066|PSA5_HUMAN	P28066	PSA5_HUMAN	PSMA5	241	Homo sapiens OX=9606	Proteasome subunit alpha type-5 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	7	12	6	12	     0	     0	     0	16C(57.0214), 6M(15.9949)		
sp|P28070|PSB4_HUMAN	P28070	PSB4_HUMAN	PSMB4	264	Homo sapiens OX=9606	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
sp|P28072|PSB6_HUMAN	P28072	PSB6_HUMAN	PSMB6	239	Homo sapiens OX=9606	Proteasome subunit beta type-6 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	6	4	6	     0	     0	     0	8C(57.0214)		
sp|P28074|PSB5_HUMAN	P28074	PSB5_HUMAN	PSMB5	263	Homo sapiens OX=9606	Proteasome subunit beta type-5 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	9	0	9	     0	     0	     0			
sp|P28331-2|NDUS1_HUMAN	P28331-2	NDUS1_HUMAN	NDUFS1	741	Homo sapiens OX=9606	Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial 		1.0000	0.9990	19	0	19	20	0	20	     0	     0	     0	11C(57.0214), 2C(57.0214), 5C(57.0214), 7C(57.0214)		sp|P28331|NDUS1_HUMAN
sp|P28340|DPOD1_HUMAN	P28340	DPOD1_HUMAN	POLD1	1107	Homo sapiens OX=9606	DNA polymerase delta catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9956	5	0	5	5	0	5	     0	     0	     0	10C(57.0214), 11C(57.0214), 13C(57.0214)		tr|M0R2B7|M0R2B7_HUMAN
sp|P28482|MK01_HUMAN	P28482	MK01_HUMAN	MAPK1	360	Homo sapiens OX=9606	Mitogen-activated protein kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	9	11	2	11	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|P28676|GRAN_HUMAN	P28676	GRAN_HUMAN	GCA	217	Homo sapiens OX=9606	Grancalcin 	1:Experimental evidence at protein level	1.0000	0.9989	2	0	2	2	0	2	     0	     0	     0	10C(57.0214), 9C(57.0214)		tr|H7BXD5|H7BXD5_HUMAN, tr|H7C2Z6|H7C2Z6_HUMAN
sp|P28838-2|AMPL_HUMAN	P28838-2	AMPL_HUMAN	LAP3	488	Homo sapiens OX=9606	Isoform 2 of Cytosol aminopeptidase 		1.0000	0.9990	16	0	16	19	0	19	     0	     0	     0	10C(57.0214), 5C(57.0214), 8C(57.0214)		sp|P28838|AMPL_HUMAN
sp|P28907|CD38_HUMAN	P28907	CD38_HUMAN	CD38	300	Homo sapiens OX=9606	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	6C(57.0214)		tr|H0Y950|H0Y950_HUMAN
sp|P29083|T2EA_HUMAN	P29083	T2EA_HUMAN	GTF2E1	439	Homo sapiens OX=9606	General transcription factor IIE subunit 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	2	1	2	     0	     0	     0	1C(57.0214), 4C(57.0214)		
sp|P29144|TPP2_HUMAN	P29144	TPP2_HUMAN	TPP2	1249	Homo sapiens OX=9606	Tripeptidyl-peptidase 2 	1:Experimental evidence at protein level	1.0000	0.9944	4	0	4	4	0	4	     0	     0	     0	6C(57.0214)		tr|Q5VZU9|Q5VZU9_HUMAN
sp|P29218-3|IMPA1_HUMAN	P29218-3	IMPA1_HUMAN	IMPA1	336	Homo sapiens OX=9606	Isoform 3 of Inositol monophosphatase 1 		1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0			sp|P29218|IMPA1_HUMAN, tr|H0YBL1|H0YBL1_HUMAN
sp|P29317|EPHA2_HUMAN	P29317	EPHA2_HUMAN	EPHA2	976	Homo sapiens OX=9606	Ephrin type-A receptor 2 	1:Experimental evidence at protein level	1.0000	0.9978	4	4	4	5	5	5	     0	     0	     0	9C(57.0214)		
sp|P29353-2|SHC1_HUMAN	P29353-2	SHC1_HUMAN	SHC1	473	Homo sapiens OX=9606	Isoform p52Shc of SHC-transforming protein 1 		1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	7C(57.0214)		sp|P29353-3|SHC1_HUMAN, sp|P29353-6|SHC1_HUMAN, sp|P29353-7|SHC1_HUMAN, sp|P29353|SHC1_HUMAN
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	Homo sapiens OX=9606	Transketolase 	1:Experimental evidence at protein level	1.0000	0.9990	39	0	39	114	0	114	     0	     0	     0	13M(15.9949), 19C(57.0214), 1C(57.0214), 1M(15.9949), 20C(57.0214), 21C(57.0214), 21M(15.9949), 2C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|P29558-2|RBMS1_HUMAN	P29558-2	RBMS1_HUMAN	RBMS1	403	Homo sapiens OX=9606	Isoform 2 of RNA-binding motif, single-stranded-interacting protein 1 		1.0000	0.9934	2	0	2	2	0	2	     0	     0	     0	1C(57.0214)		sp|P29558|RBMS1_HUMAN, tr|E7EPF2|E7EPF2_HUMAN, tr|E7ETU5|E7ETU5_HUMAN, tr|F6Y5H0|F6Y5H0_HUMAN
sp|P29692-2|EF1D_HUMAN	P29692-2	EF1D_HUMAN	EEF1D	647	Homo sapiens OX=9606	Isoform 2 of Elongation factor 1-delta 		1.0000	0.9990	12	0	12	33	0	33	     0	     0	     0	5M(15.9949), N-term(42.0106)		sp|P29692|EF1D_HUMAN, tr|A0A087X1X7|A0A087X1X7_HUMAN, tr|E9PK01|E9PK01_HUMAN, tr|E9PRY8|E9PRY8_HUMAN
sp|P29966|MARCS_HUMAN	P29966	MARCS_HUMAN	MARCKS	332	Homo sapiens OX=9606	Myristoylated alanine-rich C-kinase substrate 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
sp|P30040|ERP29_HUMAN	P30040	ERP29_HUMAN	ERP29	261	Homo sapiens OX=9606	Endoplasmic reticulum resident protein 29 	1:Experimental evidence at protein level	1.0000	0.9990	11	0	11	17	0	17	     0	     0	     0			
sp|P30041|PRDX6_HUMAN	P30041	PRDX6_HUMAN	PRDX6	224	Homo sapiens OX=9606	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	22	22	22	     0	     0	     0	6C(57.0214), 7C(57.0214)		
sp|P30043|BLVRB_HUMAN	P30043	BLVRB_HUMAN	BLVRB	206	Homo sapiens OX=9606	Flavin reductase (NADPH) 	1:Experimental evidence at protein level	1.0000	0.9990	10	1	10	23	1	23	     0	     0	     0	1C(57.0214), 4C(57.0214), 9M(15.9949)		
sp|P30044-2|PRDX5_HUMAN	P30044-2	PRDX5_HUMAN	PRDX5	162	Homo sapiens OX=9606	Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial 		1.0000	0.9990	7	0	7	12	0	12	     0	     0	     0	14C(57.0214), 15C(57.0214)		sp|P30044|PRDX5_HUMAN
sp|P30046|DOPD_HUMAN	P30046	DOPD_HUMAN	DDT	118	Homo sapiens OX=9606	D-dopachrome decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	2C(57.0214)		tr|J3KQ18|J3KQ18_HUMAN
sp|P30048-2|PRDX3_HUMAN	P30048-2	PRDX3_HUMAN	PRDX3	238	Homo sapiens OX=9606	Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial 		1.0000	0.9990	10	0	10	24	0	24	     0	     0	     0	12C(57.0214)		sp|P30048|PRDX3_HUMAN
sp|P30049|ATPD_HUMAN	P30049	ATPD_HUMAN	ATP5F1D	168	Homo sapiens OX=9606	ATP synthase subunit delta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P30050|RL12_HUMAN	P30050	RL12_HUMAN	RPL12	165	Homo sapiens OX=9606	60S ribosomal protein L12 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	9	19	5	19	     0	     0	     0	11C(57.0214), 16C(57.0214), 18C(57.0214), 1C(57.0214), 32C(57.0214)		
sp|P30084|ECHM_HUMAN	P30084	ECHM_HUMAN	ECHS1	290	Homo sapiens OX=9606	Enoyl-CoA hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	15	15	15	     0	     0	     0	10C(57.0214)		
sp|P30085|KCY_HUMAN	P30085	KCY_HUMAN	CMPK1	196	Homo sapiens OX=9606	UMP-CMP kinase 	1:Experimental evidence at protein level	1.0000	0.9990	8	0	8	10	0	10	     0	     0	     0	1M(15.9949)		
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	Homo sapiens OX=9606	Phosphatidylethanolamine-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	27	27	27	     0	     0	     0	14C(57.0214), 1C(57.0214), 7C(57.0214)		
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	Homo sapiens OX=9606	Protein disulfide-isomerase A3 	1:Experimental evidence at protein level	1.0000	0.9990	30	24	30	54	43	54	     0	     0	     0	10C(57.0214)		
sp|P30153|2AAA_HUMAN	P30153	2AAA_HUMAN	PPP2R1A	589	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	21	0	21	33	0	33	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 14C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214)		
sp|P30405|PPIF_HUMAN	P30405	PPIF_HUMAN	PPIF	207	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase F, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	5	1	5	     0	     0	     0	24C(57.0214), 7C(57.0214)		
sp|P30419-2|NMT1_HUMAN	P30419-2	NMT1_HUMAN	NMT1	416	Homo sapiens OX=9606	Isoform Short of Glycylpeptide N-tetradecanoyltransferase 1 		1.0000	0.9990	5	0	5	7	0	7	     0	     0	     0			sp|P30419|NMT1_HUMAN
sp|P30453|1A34_HUMAN	P30453	1A34_HUMAN	HLA-A	365	Homo sapiens OX=9606	HLA class I histocompatibility antigen, A-34 alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	8	0	8	     0	     0	     0	7C(57.0214)		
sp|P30519-2|HMOX2_HUMAN	P30519-2	HMOX2_HUMAN	HMOX2	287	Homo sapiens OX=9606	Isoform 2 of Heme oxygenase 2 		1.0000	0.9987	4	0	4	5	0	5	     0	     0	     0	16C(57.0214)		sp|P30519|HMOX2_HUMAN, tr|A0A087WT44|A0A087WT44_HUMAN, tr|I3L159|I3L159_HUMAN, tr|I3L1F5|I3L1F5_HUMAN
sp|P30520|PURA2_HUMAN	P30520	PURA2_HUMAN	ADSS	456	Homo sapiens OX=9606	Adenylosuccinate synthetase isozyme 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	     0	     0	     0	13C(57.0214), 17C(57.0214), N-term(42.0106)		
sp|P30533|AMRP_HUMAN	P30533	AMRP_HUMAN	LRPAP1	357	Homo sapiens OX=9606	Alpha-2-macroglobulin receptor-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	1	6	6	1	6	     0	     0	     0			
sp|P30536|TSPO_HUMAN	P30536	TSPO_HUMAN	TSPO	169	Homo sapiens OX=9606	Translocator protein 	1:Experimental evidence at protein level	1.0000	0.9986	2	0	2	2	0	2	     0	     0	     0			tr|B1AH87|B1AH87_HUMAN
sp|P30566-2|PUR8_HUMAN	P30566-2	PUR8_HUMAN	ADSL	425	Homo sapiens OX=9606	Isoform 2 of Adenylosuccinate lyase 		1.0000	0.9989	4	0	4	4	0	4	     0	     0	     0			sp|P30566|PUR8_HUMAN, tr|A0A0A6YY92|A0A0A6YY92_HUMAN, tr|A0A1B0GTG9|A0A1B0GTG9_HUMAN, tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN, tr|A0A1B0GWF8|A0A1B0GWF8_HUMAN, tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN
sp|P30622-1|CLIP1_HUMAN	P30622-1	CLIP1_HUMAN	CLIP1	1427	Homo sapiens OX=9606	Isoform 2 of CAP-Gly domain-containing linker protein 1 		1.0000	0.9990	13	0	13	13	0	13	     0	     0	     0			sp|P30622-2|CLIP1_HUMAN, sp|P30622|CLIP1_HUMAN
sp|P30626-2|SORCN_HUMAN	P30626-2	SORCN_HUMAN	SRI	183	Homo sapiens OX=9606	Isoform 2 of Sorcin 		1.0000	0.9990	8	0	8	9	0	9	     0	     0	     0	10C(57.0214), 15C(57.0214), 16C(57.0214), 19C(57.0214), 1C(57.0214), 9C(57.0214)		sp|P30626-3|SORCN_HUMAN, sp|P30626|SORCN_HUMAN, tr|C9J0K6|C9J0K6_HUMAN
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	Homo sapiens OX=9606	Leukocyte elastase inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	11	6	11	17	9	17	     0	     0	     0			
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	Homo sapiens OX=9606	Aldehyde dehydrogenase X, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	9	8	9	     0	     0	     0			
sp|P30838|AL3A1_HUMAN	P30838	AL3A1_HUMAN	ALDH3A1	453	Homo sapiens OX=9606	Aldehyde dehydrogenase, dimeric NADP-preferring 	1:Experimental evidence at protein level	1.0000	0.9990	33	0	33	115	0	115	     0	     0	     0	15C(57.0214), 16C(57.0214), 21C(57.0214), 27C(57.0214), 2C(57.0214), 2M(15.9949), 3C(57.0214), 3M(15.9949), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P31040|SDHA_HUMAN	P31040	SDHA_HUMAN	SDHA	664	Homo sapiens OX=9606	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	0	14	16	0	16	     0	     0	     0	14C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	Homo sapiens OX=9606	Rab GDP dissociation inhibitor alpha 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	7	6	7	     0	     0	     0	3C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	Homo sapiens OX=9606	S-adenosylmethionine synthase isoform type-2 	1:Experimental evidence at protein level	1.0000	0.9990	17	6	17	21	6	21	     0	     0	     0	3C(57.0214)		
sp|P31327-3|CPSM_HUMAN	P31327-3	CPSM_HUMAN	CPS1	1506	Homo sapiens OX=9606	Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial 		1.0000	0.9990	32	0	32	38	0	38	     0	     0	     0	11C(57.0214), 13C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214)		sp|P31327|CPSM_HUMAN
sp|P31689|DNJA1_HUMAN	P31689	DNJA1_HUMAN	DNAJA1	397	Homo sapiens OX=9606	DnaJ homolog subfamily A member 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	2	11	12	2	12	     0	     0	     0	10C(57.0214), 16C(57.0214), 19C(57.0214), 1C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	25	25	25	     0	     0	     0	12C(57.0214), 14C(57.0214), 20C(57.0214), 2C(57.0214), 6C(57.0214)		
sp|P31937|3HIDH_HUMAN	P31937	3HIDH_HUMAN	HIBADH	336	Homo sapiens OX=9606	3-hydroxyisobutyrate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	7	4	7	     0	     0	     0			
sp|P31939-2|PUR9_HUMAN	P31939-2	PUR9_HUMAN	ATIC	591	Homo sapiens OX=9606	Isoform 2 of Bifunctional purine biosynthesis protein PURH 		1.0000	0.9990	27	0	27	40	0	40	     0	     0	     0	11M(15.9949), 14C(57.0214), 1M(15.9949), 2C(57.0214), 4C(57.0214), 8C(57.0214), 8M(15.9949)		sp|P31939|PUR9_HUMAN
sp|P31942|HNRH3_HUMAN	P31942	HNRH3_HUMAN	HNRNPH3	346	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H3 	1:Experimental evidence at protein level	1.0000	0.9990	13	0	13	20	0	20	     0	     0	     0	3M(15.9949), 8C(57.0214)		
sp|P31943|HNRH1_HUMAN	P31943	HNRH1_HUMAN	HNRNPH1	449	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	21	0	21	     0	     0	     0	15C(57.0214), 5C(57.0214), 6C(57.0214), 6M(15.9949)		tr|G8JLB6|G8JLB6_HUMAN
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	Homo sapiens OX=9606	14-3-3 protein beta/alpha 	1:Experimental evidence at protein level	1.0000	0.9990	14	0	14	27	0	27	     0	     0	     0	11M(15.9949), 15M(15.9949), N-term(42.0106)		
sp|P31947-2|1433S_HUMAN	P31947-2	1433S_HUMAN	SFN	216	Homo sapiens OX=9606	Isoform 2 of 14-3-3 protein sigma 		1.0000	0.9990	7	0	7	10	0	10	     0	     0	     0	11C(57.0214)		sp|P31947|1433S_HUMAN
sp|P31948|STIP1_HUMAN	P31948	STIP1_HUMAN	STIP1	543	Homo sapiens OX=9606	Stress-induced-phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	54	0	54	89	0	89	     0	     0	     0	13C(57.0214), 1C(57.0214), 2M(15.9949), 4C(57.0214), 6C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|P31949|S10AB_HUMAN	P31949	S10AB_HUMAN	S100A11	105	Homo sapiens OX=9606	Protein S100-A11 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	     0	     0	     0	1C(57.0214), 7M(15.9949)		
sp|P32321-2|DCTD_HUMAN	P32321-2	DCTD_HUMAN	DCTD	189	Homo sapiens OX=9606	Isoform 2 of Deoxycytidylate deaminase 		1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0	11C(57.0214)		sp|P32321|DCTD_HUMAN
sp|P32322-3|P5CR1_HUMAN	P32322-3	P5CR1_HUMAN	PYCR1	346	Homo sapiens OX=9606	Isoform 3 of Pyrroline-5-carboxylate reductase 1, mitochondrial 		1.0000	0.9990	10	0	10	11	0	11	     0	     0	     0	1C(57.0214)		sp|P32322|P5CR1_HUMAN
sp|P32969|RL9_HUMAN	P32969	RL9_HUMAN	RPL9	192	Homo sapiens OX=9606	60S ribosomal protein L9 	1:Experimental evidence at protein level	1.0000	0.9990	6	0	6	7	0	7	     0	     0	     0	3C(57.0214)		tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN, tr|D6RAN4|D6RAN4_HUMAN
sp|P33176|KINH_HUMAN	P33176	KINH_HUMAN	KIF5B	963	Homo sapiens OX=9606	Kinesin-1 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	23	16	23	24	17	24	     0	     0	     0	11C(57.0214), 15C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P33240-2|CSTF2_HUMAN	P33240-2	CSTF2_HUMAN	CSTF2	560	Homo sapiens OX=9606	Isoform 2 of Cleavage stimulation factor subunit 2 		1.0000	0.9990	7	0	7	7	0	7	     0	     0	     0	2C(57.0214), 5C(57.0214), N-term(42.0106)		sp|P33240|CSTF2_HUMAN
sp|P33316-2|DUT_HUMAN	P33316-2	DUT_HUMAN	DUT	164	Homo sapiens OX=9606	Isoform 2 of Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial 		1.0000	0.9990	8	0	8	9	0	9	     0	     0	     0	11C(57.0214), 2C(57.0214), 6C(57.0214)		
sp|P33527-3|MRP1_HUMAN	P33527-3	MRP1_HUMAN	ABCC1	1475	Homo sapiens OX=9606	Isoform 3 of Multidrug resistance-associated protein 1 		1.0000	0.9989	14	0	14	18	0	18	     0	     0	     0			sp|P33527|MRP1_HUMAN
sp|P33764|S10A3_HUMAN	P33764	S10A3_HUMAN	S100A3	101	Homo sapiens OX=9606	Protein S100-A3 	1:Experimental evidence at protein level	1.0000	0.9986	3	3	3	3	3	3	     0	     0	     0	13C(57.0214), 2C(57.0214)		
sp|P33991|MCM4_HUMAN	P33991	MCM4_HUMAN	MCM4	863	Homo sapiens OX=9606	DNA replication licensing factor MCM4 	1:Experimental evidence at protein level	1.0000	0.9990	13	0	13	13	0	13	     0	     0	     0	13C(57.0214), 15C(57.0214), 18C(57.0214), 5C(57.0214), 7C(57.0214)		tr|A0A3B3IT92|A0A3B3IT92_HUMAN, tr|A0A3B3IU45|A0A3B3IU45_HUMAN
sp|P33992|MCM5_HUMAN	P33992	MCM5_HUMAN	MCM5	734	Homo sapiens OX=9606	DNA replication licensing factor MCM5 	1:Experimental evidence at protein level	1.0000	0.9990	10	0	10	10	0	10	     0	     0	     0	1C(57.0214), 4C(57.0214)		tr|B1AHB1|B1AHB1_HUMAN
sp|P33993|MCM7_HUMAN	P33993	MCM7_HUMAN	MCM7	719	Homo sapiens OX=9606	DNA replication licensing factor MCM7 	1:Experimental evidence at protein level	1.0000	0.9990	13	0	13	15	0	15	     0	     0	     0	N-term(42.0106)		
sp|P34896-2|GLYC_HUMAN	P34896-2	GLYC_HUMAN	SHMT1	444	Homo sapiens OX=9606	Isoform 2 of Serine hydroxymethyltransferase, cytosolic 		1.0000	0.9990	8	0	8	9	0	9	     0	     0	     0	15C(57.0214), 8C(57.0214)		sp|P34896|GLYC_HUMAN
sp|P34897-3|GLYM_HUMAN	P34897-3	GLYM_HUMAN	SHMT2	483	Homo sapiens OX=9606	Isoform 3 of Serine hydroxymethyltransferase, mitochondrial 		1.0000	0.9990	22	0	22	29	0	29	     0	     0	     0	11C(57.0214), 14C(57.0214), 15C(57.0214), 5C(57.0214), 9C(57.0214)		sp|P34897|GLYM_HUMAN
sp|P34932|HSP74_HUMAN	P34932	HSP74_HUMAN	HSPA4	840	Homo sapiens OX=9606	Heat shock 70 kDa protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	38	8	38	50	11	50	     0	     0	     0	11C(57.0214), 12C(57.0214), 13C(57.0214), 1C(57.0214), 2C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P34949|MPI_HUMAN	P34949	MPI_HUMAN	MPI	423	Homo sapiens OX=9606	Mannose-6-phosphate isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0	17C(57.0214), 3C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P35052|GPC1_HUMAN	P35052	GPC1_HUMAN	GPC1	558	Homo sapiens OX=9606	Glypican-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	2C(57.0214)		
sp|P35080-2|PROF2_HUMAN	P35080-2	PROF2_HUMAN	PFN2	140	Homo sapiens OX=9606	Isoform IIb of Profilin-2 		1.0000	0.9990	7	0	7	8	0	8	     0	     0	     0	9C(57.0214)		tr|C9J0J7|C9J0J7_HUMAN, tr|G5E9Q6|G5E9Q6_HUMAN
sp|P35221-2|CTNA1_HUMAN	P35221-2	CTNA1_HUMAN	CTNNA1	930	Homo sapiens OX=9606	Isoform 2 of Catenin alpha-1 		1.0000	0.9990	32	0	32	37	0	37	     0	     0	     0	11C(57.0214), 12C(57.0214), 16C(57.0214), 5C(57.0214), 9C(57.0214), N-term(42.0106)		sp|P35221|CTNA1_HUMAN
sp|P35222|CTNB1_HUMAN	P35222	CTNB1_HUMAN	CTNNB1	781	Homo sapiens OX=9606	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	0	11	13	0	13	     0	     0	     0	5C(57.0214), N-term(42.0106)		tr|A0A2R8Y543|A0A2R8Y543_HUMAN, tr|A0A2R8Y5A3|A0A2R8Y5A3_HUMAN, tr|A0A2R8Y804|A0A2R8Y804_HUMAN, tr|A0A2R8YCH5|A0A2R8YCH5_HUMAN
sp|P35232|PHB_HUMAN	P35232	PHB_HUMAN	PHB	272	Homo sapiens OX=9606	Prohibitin 	1:Experimental evidence at protein level	1.0000	0.9990	14	2	14	20	3	20	     0	     0	     0			
