Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P27824|CALX_HUMAN	P27824	CALX_HUMAN	CANX	592	Homo sapiens OX=9606	Calnexin 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	22	22	22	     0	     0	     0	1C(57.0214), 24C(57.0214), 7C(57.0214)		
sp|P28066|PSA5_HUMAN	P28066	PSA5_HUMAN	PSMA5	241	Homo sapiens OX=9606	Proteasome subunit alpha type-5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
sp|P28070|PSB4_HUMAN	P28070	PSB4_HUMAN	PSMB4	264	Homo sapiens OX=9606	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	6	6	6	     0	     0	     0			
sp|P28072|PSB6_HUMAN	P28072	PSB6_HUMAN	PSMB6	239	Homo sapiens OX=9606	Proteasome subunit beta type-6 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|P28074|PSB5_HUMAN	P28074	PSB5_HUMAN	PSMB5	263	Homo sapiens OX=9606	Proteasome subunit beta type-5 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0			
sp|P28288|ABCD3_HUMAN	P28288	ABCD3_HUMAN	ABCD3	659	Homo sapiens OX=9606	ATP-binding cassette sub-family D member 3 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0			
sp|P28331|NDUS1_HUMAN	P28331	NDUS1_HUMAN	NDUFS1	727	Homo sapiens OX=9606	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	23	23	23	26	26	26	     0	     0	     0	11C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|P28340|DPOD1_HUMAN	P28340	DPOD1_HUMAN	POLD1	1107	Homo sapiens OX=9606	DNA polymerase delta catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9945	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|P28370|SMCA1_HUMAN	P28370	SMCA1_HUMAN	SMARCA1	1054	Homo sapiens OX=9606	Probable global transcription activator SNF2L1 	1:Experimental evidence at protein level	1.0000	0.9984	4	4	4	5	5	5	     0	     0	     0	3C(57.0214)		
sp|P28838|AMPL_HUMAN	P28838	AMPL_HUMAN	LAP3	519	Homo sapiens OX=9606	Cytosol aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0	5C(57.0214), 8C(57.0214)		
sp|P28907|CD38_HUMAN	P28907	CD38_HUMAN	CD38	300	Homo sapiens OX=9606	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P29083|T2EA_HUMAN	P29083	T2EA_HUMAN	GTF2E1	439	Homo sapiens OX=9606	General transcription factor IIE subunit 1 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P29144|TPP2_HUMAN	P29144	TPP2_HUMAN	TPP2	1249	Homo sapiens OX=9606	Tripeptidyl-peptidase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
sp|P29218|IMPA1_HUMAN	P29218	IMPA1_HUMAN	IMPA1	277	Homo sapiens OX=9606	Inositol monophosphatase 1 	1:Experimental evidence at protein level	1.0000	0.9983	2	2	2	2	2	2	     0	     0	     0			
sp|P29317|EPHA2_HUMAN	P29317	EPHA2_HUMAN	EPHA2	976	Homo sapiens OX=9606	Ephrin type-A receptor 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	8	11	14	11	14	     0	     0	     0	10C(57.0214)		
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	Homo sapiens OX=9606	Transketolase 	1:Experimental evidence at protein level	1.0000	0.9990	32	31	32	79	78	79	     0	     0	     0	13M(15.9949), 19C(57.0214), 1C(57.0214), 1M(15.9949), 20C(57.0214), 21M(15.9949), 5C(57.0214), N-term(42.0106)		
sp|P29692|EF1D_HUMAN	P29692	EF1D_HUMAN	EEF1D	281	Homo sapiens OX=9606	Elongation factor 1-delta 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	21	19	21	     0	     0	     0	N-term(42.0106)		
sp|P29966|MARCS_HUMAN	P29966	MARCS_HUMAN	MARCKS	332	Homo sapiens OX=9606	Myristoylated alanine-rich C-kinase substrate 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	7	7	7	     0	     0	     0			
sp|P30038|AL4A1_HUMAN	P30038	AL4A1_HUMAN	ALDH4A1	563	Homo sapiens OX=9606	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	4	4	4	     0	     0	     0			
sp|P30040|ERP29_HUMAN	P30040	ERP29_HUMAN	ERP29	261	Homo sapiens OX=9606	Endoplasmic reticulum resident protein 29 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	18	18	18	     0	     0	     0			
sp|P30041|PRDX6_HUMAN	P30041	PRDX6_HUMAN	PRDX6	224	Homo sapiens OX=9606	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	     0	     0	     0	6C(57.0214), 7C(57.0214)		
sp|P30043|BLVRB_HUMAN	P30043	BLVRB_HUMAN	BLVRB	206	Homo sapiens OX=9606	Flavin reductase (NADPH) 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	15	15	15	     0	     0	     0	1C(57.0214), 9M(15.9949)		
sp|P30044|PRDX5_HUMAN	P30044	PRDX5_HUMAN	PRDX5	214	Homo sapiens OX=9606	Peroxiredoxin-5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	14	14	14	     0	     0	     0	14C(57.0214), 15C(57.0214)		
sp|P30046|DOPD_HUMAN	P30046	DOPD_HUMAN	DDT	118	Homo sapiens OX=9606	D-dopachrome decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0	2C(57.0214)		
sp|P30048|PRDX3_HUMAN	P30048	PRDX3_HUMAN	PRDX3	256	Homo sapiens OX=9606	Thioredoxin-dependent peroxide reductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	19	19	19	     0	     0	     0	12C(57.0214)		
sp|P30049|ATPD_HUMAN	P30049	ATPD_HUMAN	ATP5F1D	168	Homo sapiens OX=9606	ATP synthase subunit delta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P30050|RL12_HUMAN	P30050	RL12_HUMAN	RPL12	165	Homo sapiens OX=9606	60S ribosomal protein L12 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	18	18	18	     0	     0	     0	11C(57.0214), 16C(57.0214), 18C(57.0214), 1C(57.0214), 32C(57.0214)		
sp|P30084|ECHM_HUMAN	P30084	ECHM_HUMAN	ECHS1	290	Homo sapiens OX=9606	Enoyl-CoA hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	17	17	17	     0	     0	     0	10C(57.0214)		
sp|P30085|KCY_HUMAN	P30085	KCY_HUMAN	CMPK1	196	Homo sapiens OX=9606	UMP-CMP kinase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	Homo sapiens OX=9606	Phosphatidylethanolamine-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	16	16	16	     0	     0	     0	1C(57.0214), 7C(57.0214)		
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	Homo sapiens OX=9606	Protein disulfide-isomerase A3 	1:Experimental evidence at protein level	1.0000	0.9990	25	23	25	57	55	57	     0	     0	     0	10C(57.0214), 13M(15.9949), 1M(15.9949), 6C(57.0214), 9C(57.0214)		
sp|P30153|2AAA_HUMAN	P30153	2AAA_HUMAN	PPP2R1A	589	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	13	11	13	16	13	16	     0	     0	     0	10C(57.0214), 11C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|P30405|PPIF_HUMAN	P30405	PPIF_HUMAN	PPIF	207	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase F, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	3	3	3	     0	     0	     0	24C(57.0214)		
sp|P30419|NMT1_HUMAN	P30419	NMT1_HUMAN	NMT1	496	Homo sapiens OX=9606	Glycylpeptide N-tetradecanoyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	4	3	4	     0	     0	     0			
sp|P30519|HMOX2_HUMAN	P30519	HMOX2_HUMAN	HMOX2	316	Homo sapiens OX=9606	Heme oxygenase 2 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	     0	     0	     0			
sp|P30520|PURA2_HUMAN	P30520	PURA2_HUMAN	ADSS2	456	Homo sapiens OX=9606	Adenylosuccinate synthetase isozyme 2 	1:Experimental evidence at protein level	1.0000	0.9988	6	6	6	8	8	8	     0	     0	     0	17C(57.0214), N-term(42.0106)		
sp|P30533|AMRP_HUMAN	P30533	AMRP_HUMAN	LRPAP1	357	Homo sapiens OX=9606	Alpha-2-macroglobulin receptor-associated protein 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	7	7	7	     0	     0	     0			
sp|P30566|PUR8_HUMAN	P30566	PUR8_HUMAN	ADSL	484	Homo sapiens OX=9606	Adenylosuccinate lyase 	1:Experimental evidence at protein level	1.0000	0.9984	2	2	2	2	2	2	     0	     0	     0			
sp|P30622|CLIP1_HUMAN	P30622	CLIP1_HUMAN	CLIP1	1438	Homo sapiens OX=9606	CAP-Gly domain-containing linker protein 1 	1:Experimental evidence at protein level	1.0000	0.9971	3	3	3	3	3	3	     0	     0	     0			
sp|P30626|SORCN_HUMAN	P30626	SORCN_HUMAN	SRI	198	Homo sapiens OX=9606	Sorcin 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	6	6	6	     0	     0	     0	10C(57.0214), 9C(57.0214)		
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	Homo sapiens OX=9606	Leukocyte elastase inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	12	12	12	     0	     0	     0			
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	Homo sapiens OX=9606	Aldehyde dehydrogenase X, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	17	15	17	     0	     0	     0			
sp|P30838|AL3A1_HUMAN	P30838	AL3A1_HUMAN	ALDH3A1	453	Homo sapiens OX=9606	Aldehyde dehydrogenase, dimeric NADP-preferring 	1:Experimental evidence at protein level	1.0000	0.9990	28	27	28	94	90	94	     0	     0	     0	15C(57.0214), 16C(57.0214), 2C(57.0214), 2M(15.9949), 3C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P31040|SDHA_HUMAN	P31040	SDHA_HUMAN	SDHA	664	Homo sapiens OX=9606	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	20	20	20	     0	     0	     0	14C(57.0214), 15C(57.0214), 20C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	Homo sapiens OX=9606	Rab GDP dissociation inhibitor alpha 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	9C(57.0214)		
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	Homo sapiens OX=9606	S-adenosylmethionine synthase isoform type-2 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	13	11	13	     0	     0	     0			
sp|P31327|CPSM_HUMAN	P31327	CPSM_HUMAN	CPS1	1500	Homo sapiens OX=9606	Carbamoyl-phosphate synthase [ammonia], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	47	44	47	62	58	62	     0	     0	     0	11C(57.0214), 13C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P31689|DNJA1_HUMAN	P31689	DNJA1_HUMAN	DNAJA1	397	Homo sapiens OX=9606	DnaJ homolog subfamily A member 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	14	14	14	     0	     0	     0	16C(57.0214), 19C(57.0214), 1C(57.0214), 5C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	18	17	18	28	26	28	     0	     0	     0	12C(57.0214), 14C(57.0214), 1M(15.9949), 20C(57.0214), 2C(57.0214), 6C(57.0214)		
sp|P31937|3HIDH_HUMAN	P31937	3HIDH_HUMAN	HIBADH	336	Homo sapiens OX=9606	3-hydroxyisobutyrate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	11M(15.9949)		
sp|P31939|PUR9_HUMAN	P31939	PUR9_HUMAN	ATIC	592	Homo sapiens OX=9606	Bifunctional purine biosynthesis protein ATIC 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	37	37	37	     0	     0	     0	11M(15.9949), 14C(57.0214), 2C(57.0214), 8C(57.0214)		
sp|P31942|HNRH3_HUMAN	P31942	HNRH3_HUMAN	HNRNPH3	346	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
sp|P31943|HNRH1_HUMAN	P31943	HNRH1_HUMAN	HNRNPH1	449	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H 	1:Experimental evidence at protein level	1.0000	0.9990	13	5	13	27	8	27	     0	     0	     0	15C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), 9M(15.9949)		
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	Homo sapiens OX=9606	14-3-3 protein beta/alpha 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	12	10	12	     0	     0	     0	15M(15.9949), N-term(42.0106)		
sp|P31947|1433S_HUMAN	P31947	1433S_HUMAN	SFN	248	Homo sapiens OX=9606	14-3-3 protein sigma 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	11C(57.0214)		
sp|P31948|STIP1_HUMAN	P31948	STIP1_HUMAN	STIP1	543	Homo sapiens OX=9606	Stress-induced-phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	27	27	27	36	36	36	     0	     0	     0	1C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|P31949|S10AB_HUMAN	P31949	S10AB_HUMAN	S100A11	105	Homo sapiens OX=9606	Protein S100-A11 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	15	15	15	     0	     0	     0	1C(57.0214), 7M(15.9949)		
sp|P32321|DCTD_HUMAN	P32321	DCTD_HUMAN	DCTD	178	Homo sapiens OX=9606	Deoxycytidylate deaminase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	11C(57.0214)		
sp|P32322|P5CR1_HUMAN	P32322	P5CR1_HUMAN	PYCR1	319	Homo sapiens OX=9606	Pyrroline-5-carboxylate reductase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	11	11	11	     0	     0	     0	1C(57.0214)		
sp|P32969|RL9_HUMAN	P32969	RL9_HUMAN	RPL9P9	192	Homo sapiens OX=9606	60S ribosomal protein L9 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0	3C(57.0214)		
sp|P33121|ACSL1_HUMAN	P33121	ACSL1_HUMAN	ACSL1	698	Homo sapiens OX=9606	Long-chain-fatty-acid--CoA ligase 1 	1:Experimental evidence at protein level	1.0000	0.9953	4	4	4	4	4	4	     0	     0	     0			
sp|P33176|KINH_HUMAN	P33176	KINH_HUMAN	KIF5B	963	Homo sapiens OX=9606	Kinesin-1 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	18	15	18	18	15	18	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 15C(57.0214)		
sp|P33240|CSTF2_HUMAN	P33240	CSTF2_HUMAN	CSTF2	577	Homo sapiens OX=9606	Cleavage stimulation factor subunit 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	2	1	2	     0	     0	     0	5C(57.0214)		
sp|P33316|DUT_HUMAN	P33316	DUT_HUMAN	DUT	252	Homo sapiens OX=9606	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9934	3	3	3	3	3	3	     0	     0	     0	11C(57.0214), 6C(57.0214)		
sp|P33527|MRP1_HUMAN	P33527	MRP1_HUMAN	ABCC1	1531	Homo sapiens OX=9606	Multidrug resistance-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	26	24	26	36	34	36	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|P33991|MCM4_HUMAN	P33991	MCM4_HUMAN	MCM4	863	Homo sapiens OX=9606	DNA replication licensing factor MCM4 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	12	11	12	     0	     0	     0	13C(57.0214)		
sp|P33992|MCM5_HUMAN	P33992	MCM5_HUMAN	MCM5	734	Homo sapiens OX=9606	DNA replication licensing factor MCM5 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	1C(57.0214), 4C(57.0214)		
sp|P33993|MCM7_HUMAN	P33993	MCM7_HUMAN	MCM7	719	Homo sapiens OX=9606	DNA replication licensing factor MCM7 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	24	24	24	     0	     0	     0	6C(57.0214), N-term(42.0106)		
sp|P34896|GLYC_HUMAN	P34896	GLYC_HUMAN	SHMT1	483	Homo sapiens OX=9606	Serine hydroxymethyltransferase, cytosolic 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|P34897|GLYM_HUMAN	P34897	GLYM_HUMAN	SHMT2	504	Homo sapiens OX=9606	Serine hydroxymethyltransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	20	19	20	24	23	24	     0	     0	     0	14C(57.0214), 3C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|P34932|HSP74_HUMAN	P34932	HSP74_HUMAN	HSPA4	840	Homo sapiens OX=9606	Heat shock 70 kDa protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	23	18	23	28	22	28	     0	     0	     0	12C(57.0214), 2C(57.0214), 6C(57.0214)		
sp|P35052|GPC1_HUMAN	P35052	GPC1_HUMAN	GPC1	558	Homo sapiens OX=9606	Glypican-1 	1:Experimental evidence at protein level	1.0000	0.9983	3	3	3	4	4	4	     0	     0	     0			
sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	Homo sapiens OX=9606	Profilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	9C(57.0214)		
sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	Homo sapiens OX=9606	Catenin alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	25	19	25	29	23	29	     0	     0	     0	11C(57.0214), 12C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|P35222|CTNB1_HUMAN	P35222	CTNB1_HUMAN	CTNNB1	781	Homo sapiens OX=9606	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	14	12	14	     0	     0	     0	5C(57.0214), N-term(42.0106)		
sp|P35232|PHB1_HUMAN	P35232	PHB1_HUMAN	PHB1	272	Homo sapiens OX=9606	Prohibitin 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	20	20	20	     0	     0	     0			
sp|P35237|SPB6_HUMAN	P35237	SPB6_HUMAN	SERPINB6	376	Homo sapiens OX=9606	Serpin B6 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	10	10	10	     0	     0	     0	2C(57.0214)		
sp|P35241|RADI_HUMAN	P35241	RADI_HUMAN	RDX	583	Homo sapiens OX=9606	Radixin 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	10	10	     0	     0	     0			
sp|P35249|RFC4_HUMAN	P35249	RFC4_HUMAN	RFC4	363	Homo sapiens OX=9606	Replication factor C subunit 4 	1:Experimental evidence at protein level	1.0000	0.9988	7	7	7	7	7	7	     0	     0	     0			
sp|P35250|RFC2_HUMAN	P35250	RFC2_HUMAN	RFC2	354	Homo sapiens OX=9606	Replication factor C subunit 2 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	Homo sapiens OX=9606	60S ribosomal protein L22 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	     0	     0	     0			
sp|P35270|SPRE_HUMAN	P35270	SPRE_HUMAN	SPR	261	Homo sapiens OX=9606	Sepiapterin reductase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0	2M(15.9949), 3C(57.0214), 9C(57.0214)		
sp|P35354|PGH2_HUMAN	P35354	PGH2_HUMAN	PTGS2	604	Homo sapiens OX=9606	Prostaglandin G/H synthase 2 	1:Experimental evidence at protein level	1.0000	0.9988	6	5	6	6	5	6	     0	     0	     0	2C(57.0214)		
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	Homo sapiens OX=9606	Myosin-9 	1:Experimental evidence at protein level	1.0000	0.9990	120	99	120	194	163	194	     0	     0	     0	12C(57.0214), 12M(15.9949), 13C(57.0214), 14C(57.0214), 16C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 4C(57.0214), 4M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 7M(15.9949), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P35580|MYH10_HUMAN	P35580	MYH10_HUMAN	MYH10	1976	Homo sapiens OX=9606	Myosin-10 	1:Experimental evidence at protein level	1.0000	0.9990	31	29	31	33	31	33	     0	     0	     0	4C(57.0214)		
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	Homo sapiens OX=9606	Coatomer subunit beta' 	1:Experimental evidence at protein level	1.0000	0.9989	14	14	14	16	16	16	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens OX=9606	Basigin 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	15C(57.0214)		
sp|P35637|FUS_HUMAN	P35637	FUS_HUMAN	FUS	526	Homo sapiens OX=9606	RNA-binding protein FUS 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0			
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	Homo sapiens OX=9606	Nuclear pore complex protein Nup214 	1:Experimental evidence at protein level	1.0000	0.9981	5	5	5	5	5	5	     0	     0	     0	2C(57.0214), 3C(57.0214)		
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	Homo sapiens OX=9606	Protein DEK 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	GLRX	106	Homo sapiens OX=9606	Glutaredoxin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2C(57.0214), 6C(57.0214)		
sp|P35900|K1C20_HUMAN	P35900	K1C20_HUMAN	KRT20	424	Homo sapiens OX=9606	Keratin, type I cytoskeletal 20 	1:Experimental evidence at protein level	1.0000	0.9989	8	7	8	9	8	9	     0	     0	     0			
sp|P35914|HMGCL_HUMAN	P35914	HMGCL_HUMAN	HMGCL	325	Homo sapiens OX=9606	Hydroxymethylglutaryl-CoA lyase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9985	4	4	4	4	4	4	     0	     0	     0	4C(57.0214), 6C(57.0214)		
sp|P35998|PRS7_HUMAN	P35998	PRS7_HUMAN	PSMC2	433	Homo sapiens OX=9606	26S proteasome regulatory subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	14	14	14	     0	     0	     0	24C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|P36404|ARL2_HUMAN	P36404	ARL2_HUMAN	ARL2	184	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	3	3	3	     0	     0	     0			
sp|P36405|ARL3_HUMAN	P36405	ARL3_HUMAN	ARL3	182	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	Homo sapiens OX=9606	ATP synthase subunit gamma, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	12	12	12	     0	     0	     0	3C(57.0214)		
sp|P36543|VATE1_HUMAN	P36543	VATE1_HUMAN	ATP6V1E1	226	Homo sapiens OX=9606	V-type proton ATPase subunit E 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	N-term(42.0106)		
sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	Homo sapiens OX=9606	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	6C(57.0214)		
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens OX=9606	60S ribosomal protein L4 	1:Experimental evidence at protein level	1.0000	0.9990	28	28	28	45	45	45	     0	     0	     0	10C(57.0214), 17M(15.9949), 2C(57.0214), 3C(57.0214), 4C(57.0214), N-term(42.0106)		
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens OX=9606	Lon protease homolog, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	18	18	18	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens OX=9606	Phosphoglucomutase-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	15	15	15	     0	     0	     0	4C(57.0214), 8C(57.0214)		
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens OX=9606	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	14	14	14	     0	     0	     0	8C(57.0214)		
